Model,Refrigerant,Frequency / Rotation,HP,Power Supply,Application,Standard Condition,Tested Conditions,Capacity,Efficiency,Displacement,Motor Type,Starting Torque 
FFU70AK,Blend (R401A. R401B. R409A. R413A),60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,131,1.00,6.36 cm³,RSIR/CSIR,LST
FFU70AK,Blend (R401A. R401B. R409A. R413A),60 Hz,1/4,115-127 V 60 Hz,L/MBP,EN12900,LBP,131,0.98,6.36 cm³,RSIR/CSIR,LST
FFU70AK,Blend (R401A. R401B. R409A. R413A),50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,105,0.90,6.36 cm³,RSIR/CSIR,LST
FFU70HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,220,1.50,6.36 cm³,RSIR/CSIR,LST
FFU70HAK,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,220,1.50,6.36 cm³,RSIR/CSIR,LST
FFU70HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ARI 540,LBP,193,1.35,6.36 cm³,RSIR/CSIR,LST
FFU70HAK,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,193,1.35,6.36 cm³,RSIR/CSIR,LST
FFU70HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,186,1.45,6.36 cm³,RSIR/CSIR,LST
FFU70HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,163,1.30,6.36 cm³,RSIR/CSIR,LST
FFU70HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,EN12900,LBP,100,0.93,6.36 cm³,RSIR/CSIR,LST
FFU70HAK,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,100,0.93,6.36 cm³,RSIR/CSIR,LST
FFU70HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,87,0.79,6.36 cm³,RSIR/CSIR,LST
FFU80AK,Blend (R401A. R401B. R409A. R413A),60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,267,1.46,6.76 cm³,RSIR/CSIR,LST
FFU80AK,Blend (R401A. R401B. R409A. R413A),60 Hz,1/4,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,267,1.47,6.76 cm³,RSIR/CSIR,LST
FFU80AK,Blend (R401A. R401B. R409A. R413A),60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,237,1.34,6.76 cm³,RSIR/CSIR,LST
FFU80AK,Blend (R401A. R401B. R409A. R413A),60 Hz,1/4,115-127 V 60 Hz,L/MBP,ARI 540,LBP,237,1.35,6.76 cm³,RSIR/CSIR,LST
FFU80AK,Blend (R401A. R401B. R409A. R413A),50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,222,1.40,6.76 cm³,RSIR/CSIR,LST
FFU80AK,Blend (R401A. R401B. R409A. R413A),50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,195,1.28,6.76 cm³,RSIR/CSIR,LST
FFU80AK,Blend (R401A. R401B. R409A. R413A),60 Hz,1/4,115-127 V 60 Hz,L/MBP,EN12900,LBP,143,1.04,6.76 cm³,RSIR/CSIR,LST
FFU80AK,Blend (R401A. R401B. R409A. R413A),60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,143,1.00,6.76 cm³,RSIR/CSIR,LST
FFU80AK,Blend (R401A. R401B. R409A. R413A),50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,120,0.85,6.76 cm³,RSIR/CSIR,LST
FFU80HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,240,1.51,6.76 cm³,RSIR/CSIR,LST
FFU80HAK,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,240,1.52,6.76 cm³,RSIR/CSIR,LST
FFU80HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ARI 540,LBP,210,1.36,6.76 cm³,RSIR/CSIR,LST
FFU80HAK,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,210,1.36,6.76 cm³,RSIR/CSIR,LST
FFU80HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,199,1.40,6.76 cm³,RSIR/CSIR,LST
FFU80HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,174,1.28,6.76 cm³,RSIR/CSIR,LST
FFU80HAK,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,111,0.87,6.76 cm³,RSIR/CSIR,LST
FFU80HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,EN12900,LBP,111,0.88,6.76 cm³,RSIR/CSIR,LST
FFU80HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,101,0.89,6.76 cm³,RSIR/CSIR,LST
FFU80HAX,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,235,1.45,6.76 cm³,CSIR,HST
FFU80HAX,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ARI 540,LBP,205,1.30,6.76 cm³,CSIR,HST
FFU80HAX,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,EN12900,LBP,110,0.89,6.76 cm³,CSIR,HST
FFUS100HAK,R-134a,60 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,300,1.56,7.95 cm³,RSIR/CSIR,LST
FFUS100HAK,R-134a,60 Hz,1/3,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,295,1.48,7.95 cm³,RSIR/CSIR,LST
FFUS100HAK,R-134a,60 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,256,1.36,7.95 cm³,RSIR/CSIR,LST
FFUS100HAK,R-134a,60 Hz,1/3,115-127 V 60 Hz,L/MBP,ARI 540,LBP,253,1.30,7.95 cm³,RSIR/CSIR,LST
FFUS100HAK,R-134a,50 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,251,1.46,7.95 cm³,RSIR/CSIR,LST
FFUS100HAK,R-134a,50 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,214,1.27,7.95 cm³,RSIR/CSIR,LST
FFUS100HAK,R-134a,60 Hz,1/3,115-127 V 60 Hz,L/MBP,EN12900,LBP,153,1.12,7.95 cm³,RSIR/CSIR,LST
FFUS100HAK,R-134a,60 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,153,1.20,7.95 cm³,RSIR/CSIR,LST
FFUS100HAK,R-134a,50 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,130,1.09,7.95 cm³,RSIR/CSIR,LST
FFUS130HAX,R-134a,60 Hz,1/3,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,379,1.45,10.61 cm³,CSIR,LST/HST
FFUS130HAX,R-134a,60 Hz,1/3,220 V 60 Hz,L/MBP,ASHRAE,LBP,363,1.29,10.61 cm³,CSIR,LST/HST
FFUS130HAX,R-134a,60 Hz,1/3,115-127 V 60 Hz,L/MBP,ARI 540,LBP,322,1.25,10.61 cm³,CSIR,LST/HST
FFUS130HAX,R-134a,60 Hz,1/3,220 V 60 Hz,L/MBP,ARI 540,LBP,312,1.13,10.61 cm³,CSIR,LST/HST
FFUS130HAX,R-134a,60 Hz,1/3,115-127 V 60 Hz,L/MBP,EN12900,LBP,196,1.09,10.61 cm³,CSIR,LST/HST
FFUS130HAX,R-134a,60 Hz,1/3,220 V 60 Hz,L/MBP,EN12900,LBP,182,0.89,10.61 cm³,CSIR,LST/HST
FFUS70HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,225,1.47,6.36 cm³,RSIR/CSIR,LST
FFUS70HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ARI 540,LBP,193,1.29,6.36 cm³,RSIR/CSIR,LST
FFUS70HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,EN12900,LBP,112,1.09,6.36 cm³,RSIR/CSIR,LST
FFUS80HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,239,1.46,6.76 cm³,RSIR/CSIR,LST
FFUS80HAK,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,237,1.49,6.76 cm³,RSIR/CSIR,LST
FFUS80HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ARI 540,LBP,206,1.28,6.76 cm³,RSIR/CSIR,LST
FFUS80HAK,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,204,1.30,6.76 cm³,RSIR/CSIR,LST
FFUS80HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,202,1.39,6.76 cm³,RSIR/CSIR,LST
FFUS80HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,173,1.21,6.76 cm³,RSIR/CSIR,LST
FFUS80HAK,R-134a,60 Hz,1/4,115-127 V 60 Hz,L/MBP,EN12900,LBP,124,1.10,6.76 cm³,RSIR/CSIR,LST
FFUS80HAK,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,122,1.16,6.76 cm³,RSIR/CSIR,LST
FFUS80HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,105,1.02,6.76 cm³,RSIR/CSIR,LST
FFV6HAK,R-134a,60 Hz,1/5,115-127 V 60 Hz,LBP,ASHRAE,LBP,199,1.39,6.23 cm³,RSIR/CSIR,LST
FFV6HAK,R-134a,60 Hz,1/5,220 V 50 Hz / 220 V 60 Hz,LBP,ASHRAE,LBP,199,1.39,6.23 cm³,RSIR/CSIR,LST
FFV6HAK,R-134a,60 Hz,1/5,115-127 V 60 Hz,LBP,ARI 540,LBP,178,1.27,6.23 cm³,RSIR/CSIR,LST
FFV6HAK,R-134a,60 Hz,1/5,220 V 50 Hz / 220 V 60 Hz,LBP,ARI 540,LBP,178,1.25,6.23 cm³,RSIR/CSIR,LST
FFV6HAK,R-134a,50 Hz,1/5,220 V 50 Hz / 220 V 60 Hz,LBP,ASHRAE,LBP,167,1.32,6.23 cm³,RSIR/CSIR,LST
FFV6HAK,R-134a,50 Hz,1/5,220 V 50 Hz / 220 V 60 Hz,LBP,ARI 540,LBP,147,1.18,6.23 cm³,RSIR/CSIR,LST
FFV6HAK,R-134a,60 Hz,1/5,115-127 V 60 Hz,LBP,EN12900,LBP,95,0.89,6.23 cm³,RSIR/CSIR,LST
FFV6HAK,R-134a,60 Hz,1/5,220 V 50 Hz / 220 V 60 Hz,LBP,EN12900,LBP,95,0.86,6.23 cm³,RSIR/CSIR,LST
FFV6HAK,R-134a,50 Hz,1/5,220 V 50 Hz / 220 V 60 Hz,LBP,EN12900,LBP,73,0.69,6.23 cm³,RSIR/CSIR,LST
FG75HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,198,1.24,7.95 cm³,CSIR,LST/HST
FG75HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,168,1.07,7.95 cm³,CSIR,LST/HST
FG75HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,81,0.44,7.95 cm³,CSIR,LST/HST
FG85HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,225,1.20,9.04 cm³,RSIR,LST/HST
FG85HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,225,1.20,9.04 cm³,CSIR,LST/HST
FG85HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,195,1.07,9.04 cm³,RSIR,LST/HST
FG85HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,195,1.07,9.04 cm³,CSIR,LST/HST
FG85HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,108,0.79,9.04 cm³,RSIR,LST/HST
FG85HAK,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,108,0.79,9.04 cm³,CSIR,LST/HST
FG95HAK,R-134a,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,260,1.21,10.61 cm³,CSIR,LST/HST
FG95HAK,R-134a,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,224,1.07,10.61 cm³,CSIR,LST/HST
FG95HAK,R-134a,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,112,0.68,10.61 cm³,CSIR,LST/HST
FGS70HA,R-134a,60 Hz,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,205,1.47,6.36 cm³,RSCR,LST
FGS70HA,R-134a,60 Hz,1/5,100 V 50 Hz / 100 V 60 Hz,LBP,ASHRAE,LBP,204,1.52,6.36 cm³,RSCR,LST
FGS70HA,R-134a,60 Hz,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,184,1.34,6.36 cm³,RSCR,LST
FGS70HA,R-134a,60 Hz,1/5,100 V 50 Hz / 100 V 60 Hz,LBP,ARI 540,LBP,181,1.37,6.36 cm³,RSCR,LST
FGS70HA,R-134a,50 Hz,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,180,1.57,6.36 cm³,RSCR,LST
FGS70HA,R-134a,50 Hz,1/5,100 V 50 Hz / 100 V 60 Hz,LBP,ASHRAE,LBP,178,1.50,6.36 cm³,RSCR,LST
FGS70HA,R-134a,50 Hz,1/5,100 V 50 Hz / 100 V 60 Hz,LBP,ARI 540,LBP,158,1.37,6.36 cm³,RSCR,LST
FGS70HA,R-134a,50 Hz,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,157,1.39,6.36 cm³,RSCR,LST
FGS70HA,R-134a,60 Hz,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,99,0.94,6.36 cm³,RSCR,LST
FGS70HA,R-134a,60 Hz,1/5,100 V 50 Hz / 100 V 60 Hz,LBP,EN12900,LBP,92,0.90,6.36 cm³,RSCR,LST
FGS70HA,R-134a,50 Hz,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,86,0.82,6.36 cm³,RSCR,LST
FGS70HA,R-134a,50 Hz,1/5,100 V 50 Hz / 100 V 60 Hz,LBP,EN12900,LBP,81,0.85,6.36 cm³,RSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,ASHRAE,MBP,487,2.16,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,ASHRAE,MBP,487,2.16,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,ARI 540,MBP,376,1.75,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,ARI 540,MBP,376,1.75,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,EN12900,MBP,371,1.86,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,EN12900,MBP,371,1.86,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,ASHRAE,LBP,226,1.47,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,ASHRAE,LBP,218,1.41,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,ARI 540,LBP,177,1.17,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,ARI 540,LBP,171,1.13,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,CECOMAF,LBP,158,1.08,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,EN12900,LBP,116,1.02,7.15 cm³,RSCR/CSCR,LST
FGS80LAS,R1234yf,50 Hz,1/4,100 V 50 Hz / 100 V 60 Hz,L/MBP,EN12900,LBP,112,1.04,7.15 cm³,RSCR/CSCR,LST
FMFD413UE,R-290,5000 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ASHRAE,LBP,945,1.81,10.85 cm³,BPM,LST/HST
FMFD413UE,R-290,5000 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ARI 540,LBP,778,1.52,10.85 cm³,BPM,LST/HST
FMFD413UE,R-290,5000 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,EN12900,LBP,554,1.56,10.85 cm³,BPM,LST/HST
FMFT213U,R-290,4500 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,LBP,ASHRAE,LBP,974,1.82,12.92 cm³,BPM,HST
FMFT213U,R-290,4500 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,LBP,ARI 540,LBP,827,1.55,12.92 cm³,BPM,HST
FMFT213U,R-290,4500 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,LBP,CECOMAF,LBP,733,1.41,12.92 cm³,BPM,HST
FMFT213U,R-290,4500 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,LBP,EN12900,LBP,527,1.38,12.92 cm³,BPM,HST
FMFT406U,R-290,4500 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ASHRAE,LBP,507,1.78,6.44 cm³,BPM,HST
FMFT406U,R-290,4500 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ARI 540,LBP,427,1.52,6.44 cm³,BPM,HST
FMFT406U,R-290,4500 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,EN12900,LBP,288,1.41,6.44 cm³,BPM,HST
FMFT408U,R-290,3600 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ASHRAE,MBP,887,2.18,7.95 cm³,BPM,HST
FMFT408U,R-290,3600 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ARI 540,MBP,832,2.16,7.95 cm³,BPM,HST
FMFT408U,R-290,3600 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,EN12900,MBP,805,2.29,7.95 cm³,BPM,HST
FMFT408U,R-290,4500 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ASHRAE,LBP,612,1.71,7.95 cm³,BPM,HST
FMFT408U,R-290,4500 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ARI 540,LBP,513,1.48,7.95 cm³,BPM,HST
FMFT408U,R-290,3600 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,CECOMAF,LBP,378,1.38,7.95 cm³,BPM,HST
FMFT408U,R-290,4500 RPM,1/2,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,EN12900,LBP,371,1.40,7.95 cm³,BPM,HST
FMFT411U,R-290,4500 RPM,3/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,857,1.75,11.14 cm³,BPM,LST/HST
FMFT411U,R-290,4500 RPM,3/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,711,1.50,11.14 cm³,BPM,LST/HST
FMFT411U,R-290,4500 RPM,3/4,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,488,1.44,11.14 cm³,BPM,LST/HST
FMFT413U,R-290,4500 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ASHRAE,LBP,994,1.78,12.92 cm³,BPM,LST/HST
FMFT413U,R-290,4500 RPM,1,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,993,1.74,12.92 cm³,BPM,LST/HST
FMFT413U,R-290,4000 RPM,1/2,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,862,1.77,12.92 cm³,BPM,LST
FMFT413U,R-290,3600 RPM,1/2,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,657,1.50,12.92 cm³,BPM,LST
FMFT413U,R-290,3600 RPM,1,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,651,1.51,12.92 cm³,BPM,LST/HST
FMFT413U,R-290,3000 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,ARI 540,LBP,568,1.58,12.92 cm³,BPM,LST/HST
FMFT413U,R-290,3600 RPM,1,115-240 V 50 Hz / 115-240 V 60 Hz,L/MBP,EN12900,LBP,440,1.49,12.92 cm³,BPM,LST/HST
FMFT413U,R-290,3600 RPM,1,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,437,1.45,12.92 cm³,BPM,LST/HST
FMFT413U,R-290,3600 RPM,1/2,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,426,1.41,12.92 cm³,BPM,LST
FMXA4C,R-600a,4000 RPM,1/16,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,76,1.54,3.97 cm³,BPM,LST
FMXA4C,R-600a,4000 RPM,1/16,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,67,1.36,3.97 cm³,BPM,LST
FMXA4C,R-600a,4000 RPM,1/16,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,43,1.82,3.97 cm³,BPM,LST
FMXA6C,R-600a,4000 RPM,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,117,1.60,6.23 cm³,BPM,LST
FMXA6C,R-600a,4000 RPM,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,101,1.34,6.23 cm³,BPM,LST
FMXA6C,R-600a,4000 RPM,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,60,1.43,6.23 cm³,BPM,LST
FMXA9C,R-600a,4000 RPM,1/7,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,188,1.68,8.74 cm³,BPM,LST
FMXA9C,R-600a,4000 RPM,1/7,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,158,1.41,8.74 cm³,BPM,LST
FMXA9C,R-600a,4000 RPM,1/7,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,91,1.55,8.74 cm³,BPM,LST
FMXA9CE,R-600a,4800 RPM,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,213,1.61,8.74 cm³,BPM,LST
FMXA9CE,R-600a,4800 RPM,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,179,1.34,8.74 cm³,BPM,LST
FMXA9CE,R-600a,4800 RPM,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,117,1.40,8.74 cm³,BPM,LST
FMXC6C,R-600a,4000 RPM,1/9,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,121,1.69,6.23 cm³,BPM,LST
FMXC6C,R-600a,4000 RPM,1/9,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,105,1.45,6.23 cm³,BPM,LST
FMXC6C,R-600a,4000 RPM,1/9,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,68,1.53,6.23 cm³,BPM,LST
FMXC9C,R-600a,4000 RPM,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,188,1.76,8.74 cm³,BPM,LST
FMXC9C,R-600a,3000 RPM,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,126,1.53,8.74 cm³,BPM,LST
FMXC9C,R-600a,4000 RPM,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,95,1.58,8.74 cm³,BPM,LST
FMXD6C,R-600a,4000 RPM,1/9,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,125,1.76,6.23 cm³,BPM,LST
FMXD6C,R-600a,4000 RPM,1/9,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,105,1.45,6.23 cm³,BPM,LST
FMXD6C,R-600a,4000 RPM,1/9,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,64,1.55,6.23 cm³,BPM,LST
FMXD9C,R-600a,4000 RPM,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,187,1.78,8.74 cm³,BPM,LST
FMXD9C,R-600a,4000 RPM,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,157,1.48,8.74 cm³,BPM,LST
FMXD9C,R-600a,4000 RPM,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,93,1.54,8.74 cm³,BPM,LST
FMXY4C,R-600a,4000 RPM,1/16,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,69,1.43,3.97 cm³,BPM,LST
FMXY4C,R-600a,4000 RPM,1/16,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,60,1.20,3.97 cm³,BPM,LST
FMXY4C,R-600a,4000 RPM,1/16,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,37,1.48,3.97 cm³,BPM,LST
FMXY6C,R-600a,4000 RPM,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,117,1.59,6.23 cm³,BPM,LST
FMXY6C,R-600a,4000 RPM,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,100,1.31,6.23 cm³,BPM,LST
